Order Date,Category,Region,Sales
2017-09-22,Office Supplies,East,128.34
2018-12-22,Technology,West,474.95
2017-09-02,Technology,West,999.98
2016-08-02,Furniture,West,277.5
2016-11-21,Furniture,East,1252.704
2016-11-21,Technology,East,110.97
2018-05-18,Furniture,Central,22.608
2018-05-18,Furniture,Central,1.892
2018-07-23,Office Supplies,Central,63.312
2016-09-13,Office Supplies,Central,7.824
2016-09-13,Furniture,Central,170.072
2017-12-10,Office Supplies,East,62.82
2016-10-02,Office Supplies,East,19.44
2016-10-02,Office Supplies,East,7.38
2018-11-17,Office Supplies,East,38.88
2018-11-17,Furniture,East,187.76
2016-11-30,Office Supplies,South,6.048
2016-11-30,Office Supplies,South,98.352
2016-11-30,Furniture,South,335.744
2016-12-06,Office Supplies,West,8.96
2018-09-05,Technology,South,89.568
2018-09-05,Office Supplies,South,71.96
2018-09-05,Office Supplies,South,15.552
2018-04-24,Office Supplies,Central,10.43
2018-04-24,Office Supplies,Central,72.784
2016-11-08,Office Supplies,East,67.15
2016-11-08,Technology,East,549.98
2016-11-08,Furniture,East,11.82
2016-11-08,Technology,East,4643.8
2016-11-08,Furniture,East,577.764
2016-04-26,Furniture,South,191.5155
2016-04-26,Office Supplies,South,2.624
2016-09-20,Office Supplies,South,1369.764
2016-09-20,Office Supplies,South,294.368
2018-09-07,Office Supplies,South,81.568
2017-11-07,Furniture,Central,44.46
2017-11-07,Office Supplies,Central,314.088
2016-09-25,Office Supplies,South,6.336
2016-09-25,Office Supplies,South,10.48
2016-09-25,Office Supplies,South,2.469
2016-09-25,Office Supplies,South,3.264
2015-10-03,Office Supplies,Central,4.344
2015-10-03,Furniture,Central,31.776
2015-10-03,Office Supplies,Central,4.928
2015-10-03,Office Supplies,Central,1.788
2015-10-03,Office Supplies,Central,15.072
2015-02-18,Office Supplies,Central,12.624
2017-06-12,Office Supplies,West,185.88
2017-06-12,Office Supplies,West,12.96
2018-11-01,Office Supplies,East,189.7
2018-11-01,Office Supplies,East,40.99
2017-04-04,Furniture,East,82.64
2017-04-04,Office Supplies,East,31.02
2017-04-04,Technology,East,89.97
2017-06-30,Office Supplies,South,35.97
2017-06-30,Furniture,South,1266.86
2015-09-22,Office Supplies,West,169.45
2015-09-22,Office Supplies,West,40.68
2018-05-01,Office Supplies,South,3.328
2018-05-01,Furniture,South,933.262
2018-05-01,Furniture,South,2803.92
2018-10-20,Office Supplies,South,4.768
2018-10-20,Office Supplies,South,6.672
2018-10-20,Office Supplies,South,4.448
2018-10-20,Furniture,South,43.936
2015-09-01,Office Supplies,East,23.744
2015-09-01,Technology,East,357.0
2015-08-12,Technology,West,806.336
2015-08-12,Furniture,West,85.44
2015-08-19,Office Supplies,South,344.91
2016-05-10,Office Supplies,Central,70.97
2016-05-10,Office Supplies,Central,36.784
2017-05-10,Technology,East,743.988
2016-03-05,Office Supplies,Central,11.212
2016-03-05,Furniture,Central,4.712
2016-03-05,Office Supplies,Central,180.98
2016-03-05,Office Supplies,Central,60.416
2018-08-12,Technology,West,299.99
2018-08-12,Office Supplies,West,192.16
2018-08-12,Technology,West,242.624
2018-08-12,Office Supplies,West,46.74
2018-08-12,Technology,West,174.95
2018-08-12,Office Supplies,West,100.704
2017-06-26,Office Supplies,Central,368.91
2017-06-26,Office Supplies,Central,8.02
2017-06-26,Office Supplies,Central,171.04
2017-12-15,Office Supplies,South,19.44
2016-09-13,Office Supplies,South,13.092
2015-12-30,Office Supplies,East,122.94
2015-12-30,Office Supplies,East,35.448
2015-04-29,Technology,East,19.98
2018-01-30,Furniture,Central,69.375
2018-01-30,Office Supplies,Central,31.68
2018-01-30,Technology,Central,2003.168
2018-01-30,Office Supplies,Central,9.344
2017-12-25,Furniture,East,2563.056
2017-10-20,Furniture,West,387.136
2016-06-13,Office Supplies,East,3.424
2018-06-30,Office Supplies,East,1085.42
2016-06-26,Office Supplies,East,43.056
2017-02-21,Office Supplies,South,3.762
2017-02-21,Office Supplies,South,34.86
2017-02-21,Office Supplies,South,432.456
2018-04-22,Office Supplies,South,675.06
2018-05-09,Office Supplies,South,65.232
2018-05-09,Furniture,South,207.0
2016-12-21,Technology,Central,600.53
2016-12-21,Office Supplies,Central,59.904
2016-12-21,Technology,Central,637.44
2016-12-21,Furniture,Central,51.756
2015-08-12,Office Supplies,South,31.104
2015-08-12,Office Supplies,South,47.96
2015-08-12,Technology,South,158.928
2015-08-12,Office Supplies,South,211.248
2015-08-12,Office Supplies,South,5.552
2015-08-12,Office Supplies,South,2.952
2016-12-11,Office Supplies,East,10.332
2018-11-03,Office Supplies,West,18.368
2018-03-13,Technology,East,299.9
2017-05-30,Office Supplies,South,26.55
2017-05-30,Technology,South,111.98
2016-07-05,Furniture,South,4.928
2016-07-05,Office Supplies,South,11.784
2015-03-11,Office Supplies,West,7.98
2016-04-20,Office Supplies,Central,180.96
2018-07-26,Technology,West,1649.95
2018-07-26,Furniture,West,362.352
2015-10-31,Technology,West,73.584
2018-11-03,Furniture,West,486.368
2017-08-11,Office Supplies,Central,32.4
2017-08-11,Office Supplies,Central,41.86
2017-08-11,Office Supplies,Central,77.56
2017-07-25,Office Supplies,West,37.17
2015-03-01,Office Supplies,Central,137.352
2015-03-01,Furniture,Central,376.509
2018-01-26,Furniture,South,62.72
2018-01-26,Technology,South,2939.93
2015-07-12,Furniture,Central,512.358
2015-07-12,Office Supplies,Central,3.488
2015-07-12,Office Supplies,Central,22.288
2015-07-12,Office Supplies,Central,16.032
2018-04-11,Office Supplies,South,1.752
2018-04-11,Office Supplies,South,20.992
2018-11-13,Office Supplies,East,11.21
2016-12-05,Office Supplies,Central,45.04
2017-09-26,Office Supplies,Central,15.624
2017-11-19,Office Supplies,East,8.74
2017-11-19,Office Supplies,East,44.75
2018-09-08,Office Supplies,South,61.68
2018-09-08,Technology,South,158.376
2018-07-21,Office Supplies,Central,2.864
2018-07-21,Office Supplies,Central,94.192
2018-10-06,Office Supplies,East,143.7
2018-10-06,Office Supplies,East,6.48
2018-11-07,Technology,East,7.88
2017-03-09,Office Supplies,East,11.21
2017-03-09,Furniture,East,354.9
2017-03-09,Office Supplies,East,17.94
2017-03-09,Office Supplies,East,51.8
2018-05-13,Office Supplies,East,299.52
2017-07-02,Office Supplies,South,7.7
2015-12-27,Office Supplies,South,23.92
2015-12-27,Technology,South,498.0
2018-04-13,Furniture,West,436.704
2015-11-14,Office Supplies,South,32.4
2018-06-11,Office Supplies,West,61.44
2017-11-25,Office Supplies,South,73.36
2015-03-21,Office Supplies,South,59.2
2015-03-21,Furniture,South,32.952
2015-03-21,Furniture,South,218.376
2016-04-30,Furniture,East,31.4
2016-04-30,Furniture,East,9.48
2016-04-30,Technology,East,209.5
2016-04-30,Furniture,East,24.3
2016-04-30,Office Supplies,East,6.48
2018-05-03,Furniture,East,32.448
2018-05-03,Office Supplies,East,26.388
2018-05-03,Furniture,East,373.47
2018-05-03,Office Supplies,East,64.2
2018-05-03,Office Supplies,East,8.0
2017-08-26,Furniture,South,186.54
2015-04-11,Office Supplies,West,87.08
2015-04-11,Technology,West,105.584
2015-04-11,Technology,West,217.44
2018-01-02,Office Supplies,Central,31.744
2018-01-02,Office Supplies,Central,5.432
2018-01-02,Furniture,Central,913.43
2018-01-02,Office Supplies,Central,372.144
2018-04-28,Technology,South,751.984
2018-01-30,Technology,West,604.768
2015-09-07,Office Supplies,West,27.36
2015-09-07,Office Supplies,West,20.56
2015-09-07,Office Supplies,West,83.92
2017-06-11,Furniture,West,902.712
2017-10-17,Furniture,West,120.666
2015-12-27,Office Supplies,Central,4.984
2017-11-24,Furniture,West,82.26
2017-11-10,Office Supplies,West,29.74
2016-01-05,Office Supplies,West,87.36
2016-01-05,Office Supplies,West,56.16
2018-03-21,Office Supplies,South,64.384
2016-11-12,Office Supplies,Central,64.784
2016-11-12,Office Supplies,Central,15.552
2016-11-12,Office Supplies,Central,223.888
2015-09-09,Office Supplies,Central,10.896
2017-03-17,Technology,West,84.784
2017-02-08,Furniture,Central,241.5
2017-11-26,Technology,East,59.97
2017-11-26,Office Supplies,East,13.36
2018-09-04,Office Supplies,West,11.808
2016-05-28,Office Supplies,East,16.24
2016-05-28,Office Supplies,East,77.55
2015-11-01,Office Supplies,East,76.12
2017-12-27,Office Supplies,East,17.184
2018-12-04,Office Supplies,West,11.76
2018-12-23,Furniture,East,27.46
2017-12-01,Technology,East,137.94
2017-12-01,Furniture,East,111.15
2017-12-01,Office Supplies,East,901.95
2017-12-01,Furniture,East,366.009
2015-06-30,Office Supplies,South,310.688
2015-09-03,Office Supplies,Central,7.68
2018-11-02,Furniture,East,155.372
2016-04-13,Office Supplies,West,10.744
2016-12-05,Office Supplies,East,232.4
2016-12-05,Furniture,East,164.646
2016-12-05,Office Supplies,East,22.68
2017-02-01,Office Supplies,West,105.52
2018-07-08,Furniture,East,83.92
2018-07-08,Technology,East,141.9
2018-07-08,Furniture,East,39.98
2018-07-08,Office Supplies,East,28.91
2018-07-08,Office Supplies,East,174.95
2016-12-11,Office Supplies,West,110.528
2017-11-15,Furniture,South,630.024
2017-05-09,Office Supplies,South,27.86
2018-03-10,Furniture,Central,933.408
2017-12-17,Office Supplies,Central,51.84
2017-12-17,Technology,Central,165.6
2018-04-06,Office Supplies,Central,106.32
2018-05-09,Office Supplies,West,147.92
2018-05-09,Office Supplies,West,104.28
2018-05-09,Furniture,West,286.85
2018-05-09,Office Supplies,West,66.96
2018-05-09,Technology,West,199.98
2018-10-12,Technology,East,45.0
2018-10-12,Office Supplies,East,17.9
2018-10-12,Furniture,East,40.48
2018-10-12,Furniture,East,2154.9
2017-08-28,Office Supplies,East,18.432
2016-10-02,Office Supplies,West,10.944
2018-11-23,Office Supplies,Central,4.36
2018-11-12,Technology,West,62.352
2017-12-19,Furniture,East,303.92
2015-03-30,Office Supplies,Central,129.3
2018-11-08,Furniture,East,274.2
2015-09-14,Office Supplies,Central,6.048
2015-09-14,Office Supplies,Central,6.848
2015-09-14,Furniture,Central,9.96
2015-09-14,Office Supplies,Central,8.552
2016-09-20,Office Supplies,West,45.584
2016-12-10,Technology,East,25.488
2015-05-28,Office Supplies,West,136.96
2018-03-14,Technology,Central,49.616
2017-12-08,Office Supplies,East,10.584
2018-05-06,Office Supplies,West,84.416
2017-03-06,Technology,East,431.94
2017-03-06,Office Supplies,East,2.043
2017-03-06,Technology,East,68.238
2018-10-23,Furniture,East,240.744
2018-10-23,Furniture,East,35.0
2018-10-23,Furniture,East,210.68
2018-10-23,Furniture,East,637.896
2018-10-23,Office Supplies,East,43.44
2018-10-23,Office Supplies,East,2.22
2015-04-28,Technology,West,1679.96
2017-04-18,Furniture,Central,344.372
2017-04-18,Office Supplies,Central,1554.936
2017-04-18,Furniture,Central,127.88
2017-05-22,Technology,West,222.384
2018-05-28,Furniture,Central,106.869
2018-05-28,Office Supplies,Central,3.564
2015-08-25,Office Supplies,Central,25.68
2015-08-25,Office Supplies,Central,12.384
2015-08-30,Office Supplies,East,25.3
2015-08-30,Office Supplies,East,95.94
2016-09-03,Office Supplies,Central,7.5
2015-03-28,Technology,West,302.376
2016-05-10,Technology,West,46.688
2016-04-09,Office Supplies,East,17.94
2016-04-09,Office Supplies,East,370.14
2017-09-19,Office Supplies,West,8.928
2017-11-11,Furniture,Central,2678.94
2018-04-23,Furniture,South,387.136
2018-04-23,Technology,South,45.408
2018-04-23,Furniture,South,77.952
2018-04-23,Office Supplies,South,3.0
2016-10-22,Office Supplies,South,9.952
2018-04-09,Office Supplies,East,37.896
2018-04-09,Office Supplies,East,65.584
2018-10-27,Office Supplies,West,44.784
2016-10-30,Technology,East,1035.8
2018-12-18,Office Supplies,West,5.76
2017-03-12,Office Supplies,West,19.98
2015-07-21,Technology,Central,35.98
2017-05-24,Office Supplies,East,16.656
2018-02-11,Office Supplies,East,20.7
2017-09-20,Office Supplies,Central,83.7
2018-09-24,Furniture,West,199.8
2018-03-27,Office Supplies,West,45.68
2018-03-27,Office Supplies,West,110.96
2018-03-27,Office Supplies,West,11.94
2017-02-02,Technology,South,8749.95
2017-02-02,Office Supplies,South,36.4
2017-02-02,Furniture,South,18.69
2018-07-07,Office Supplies,West,5.94
2016-10-23,Office Supplies,Central,60.736
2016-10-23,Technology,Central,479.976
2016-10-23,Office Supplies,Central,6.08
2017-12-02,Technology,West,165.6
2015-03-05,Office Supplies,East,59.52
2015-03-05,Technology,East,479.97
2015-03-05,Office Supplies,East,18.62
2015-03-05,Office Supplies,East,49.632
2015-03-05,Office Supplies,East,97.82
2016-03-01,Technology,West,15.984
2016-03-01,Furniture,West,184.752
2015-02-20,Office Supplies,West,12.96
2017-05-02,Furniture,Central,366.744
2017-03-08,Office Supplies,Central,8.856
2017-03-08,Technology,Central,27.96
2017-03-08,Office Supplies,Central,146.352
2016-12-11,Technology,Central,175.23
2016-12-11,Technology,Central,125.99
2016-12-11,Office Supplies,Central,23.0
2017-12-22,Office Supplies,East,25.584
2017-02-02,Furniture,Central,73.784
2018-06-05,Office Supplies,South,20.736
2016-08-21,Office Supplies,South,17.52
2016-08-21,Office Supplies,South,35.76
2017-04-07,Office Supplies,East,3.64
2018-06-04,Furniture,Central,30.336
2018-12-04,Furniture,East,12.99
2018-12-04,Furniture,East,182.22
2018-12-04,Furniture,East,302.94
2017-01-11,Furniture,East,54.992
2017-04-01,Technology,Central,12.99
2018-09-21,Office Supplies,West,55.86
2018-03-16,Technology,East,44.376
2018-03-16,Furniture,East,51.264
2018-03-16,Office Supplies,East,5.193
2018-03-16,Technology,East,159.984
2018-03-16,Office Supplies,East,54.224
2018-11-10,Furniture,West,241.424
2017-11-30,Office Supplies,Central,33.36
2017-11-30,Office Supplies,Central,13.76
2017-11-30,Office Supplies,Central,496.86
2017-11-30,Furniture,Central,389.97
2016-01-13,Office Supplies,South,9.82
2015-05-16,Technology,West,56.4
2016-06-07,Office Supplies,East,18.312
2016-06-07,Office Supplies,East,25.92
2016-06-07,Office Supplies,East,8.016
2018-03-09,Technology,West,479.984
2018-03-09,Office Supplies,West,30.84
2016-12-22,Office Supplies,East,33.568
2016-12-22,Furniture,East,422.625
2015-08-06,Technology,East,199.98
2017-03-27,Furniture,South,20.24
2017-03-27,Furniture,South,39.92
2017-03-27,Office Supplies,South,32.54
2016-12-05,Technology,West,39.0
2016-12-05,Office Supplies,West,12.6
2016-09-11,Furniture,West,24.64
2016-07-17,Office Supplies,Central,6.264
2016-07-17,Office Supplies,Central,14.432
2015-05-30,Technology,Central,719.976
2018-11-13,Technology,South,239.92
2017-12-09,Furniture,South,1056.86
2016-03-22,Technology,South,447.944
2016-03-22,Office Supplies,South,150.408
2017-12-23,Technology,Central,453.576
2017-12-23,Office Supplies,Central,45.36
2017-12-23,Technology,Central,287.88
2017-12-23,Technology,Central,131.88
2017-12-23,Furniture,Central,2.328
2017-04-02,Furniture,Central,1454.9
2018-04-30,Office Supplies,South,4.842
2018-04-30,Furniture,South,220.704
2017-11-17,Technology,Central,67.176
2017-11-17,Office Supplies,Central,15.232
2017-11-10,Office Supplies,East,31.104
2017-12-06,Office Supplies,East,968.744
2017-12-06,Office Supplies,East,222.352
2017-12-06,Technology,East,479.984
2017-04-03,Office Supplies,Central,10.272
2015-11-28,Technology,Central,998.85
2016-10-20,Office Supplies,East,24.56
2015-09-19,Office Supplies,West,5.67
2018-08-27,Office Supplies,South,14.336
2018-07-03,Furniture,East,102.3
2018-12-22,Furniture,Central,607.52
2018-12-22,Office Supplies,Central,31.16
2017-12-27,Office Supplies,South,2.61
2015-05-20,Furniture,Central,10.332
2015-05-20,Office Supplies,Central,10.368
2015-05-20,Technology,Central,20.784
2015-05-20,Office Supplies,Central,66.96
2015-02-04,Office Supplies,West,17.248
2018-12-09,Office Supplies,East,11.088
2018-07-11,Technology,West,1287.45
2018-07-11,Office Supplies,West,168.1
2016-05-15,Office Supplies,East,51.968
2018-01-29,Office Supplies,East,4.768
2018-09-29,Office Supplies,East,7.98
2018-04-23,Office Supplies,West,18.688
2018-04-23,Furniture,West,11.664
2018-11-09,Technology,South,191.976
2018-11-09,Technology,South,499.168
2015-05-05,Office Supplies,South,11.88
2015-05-05,Office Supplies,South,35.44
2017-10-27,Office Supplies,West,67.136
2015-11-26,Office Supplies,West,4.32
2015-11-26,Office Supplies,West,14.94
2015-11-26,Office Supplies,West,40.54
2015-11-26,Office Supplies,West,7.312
2015-12-31,Technology,West,475.944
2017-01-03,Technology,Central,30.08
2017-01-03,Technology,Central,165.6
2017-01-03,Technology,Central,180.96
2018-08-18,Technology,East,23.18
2015-06-04,Furniture,East,56.96
2015-06-04,Office Supplies,East,15.56
2015-06-04,Furniture,East,353.568
2015-06-04,Furniture,East,13.96
2018-11-13,Technology,West,82.95
2017-01-28,Office Supplies,West,39.68
2017-11-09,Technology,West,479.97
2017-09-10,Office Supplies,West,7.38
2017-09-10,Office Supplies,West,14.256
2017-09-10,Office Supplies,West,81.98
2017-09-10,Office Supplies,West,39.624
2018-03-03,Furniture,West,399.672
2018-09-08,Office Supplies,East,65.12
2018-11-06,Furniture,Central,30.56
2018-05-13,Office Supplies,South,20.768
2017-11-27,Office Supplies,West,39.808
2016-11-13,Office Supplies,South,121.104
2016-11-13,Technology,South,111.96
2016-12-08,Office Supplies,West,15.696
2016-09-07,Office Supplies,East,70.26
2016-09-07,Technology,East,90.0
2016-09-07,Office Supplies,East,6.096
2016-09-07,Furniture,East,481.176
2016-09-07,Office Supplies,East,7.24
2017-07-28,Furniture,East,177.45
2017-07-28,Office Supplies,East,1369.764
2017-07-28,Office Supplies,East,9.48
2018-08-25,Furniture,East,130.98
2015-04-30,Office Supplies,South,174.95
2015-04-30,Office Supplies,South,826.0
2018-04-27,Furniture,West,139.58
2018-07-23,Technology,Central,399.95
2015-12-13,Office Supplies,South,12.39
2018-01-12,Office Supplies,Central,760.98
2018-12-02,Office Supplies,West,67.86
2016-11-08,Office Supplies,South,31.504
2016-11-08,Office Supplies,South,5.04
2016-11-08,Office Supplies,South,39.879
2016-11-08,Furniture,South,4.712
2017-11-25,Furniture,West,194.352
2016-12-05,Furniture,South,97.424
2017-07-29,Office Supplies,South,704.76
2017-07-29,Office Supplies,South,27.396
2015-09-13,Office Supplies,West,5.7
2015-09-13,Furniture,West,14.19
2015-09-13,Office Supplies,West,7.3
2015-09-13,Technology,West,199.98
2015-09-13,Technology,West,144.96
2015-09-13,Technology,West,118.0
2015-09-13,Office Supplies,West,48.94
2015-09-13,Office Supplies,West,22.66
2017-06-21,Office Supplies,Central,0.836
2017-09-03,Office Supplies,East,30.96
2018-11-25,Furniture,South,723.92
2016-05-12,Furniture,Central,21.968
2016-05-12,Technology,Central,619.152
2016-05-12,Office Supplies,Central,127.904
2018-03-30,Furniture,West,94.2
2017-11-17,Office Supplies,West,49.5
2017-12-30,Office Supplies,East,16.52
2017-12-22,Office Supplies,West,55.36
2017-12-22,Technology,West,11.56
2016-12-20,Office Supplies,West,17.12
2015-12-27,Furniture,East,182.352
2015-12-27,Office Supplies,East,118.16
2018-02-16,Office Supplies,Central,18.368
2018-02-16,Furniture,Central,600.558
2018-02-16,Office Supplies,Central,50.352
2018-02-16,Office Supplies,Central,28.032
2018-02-16,Furniture,Central,7.692
2018-10-24,Furniture,Central,517.405
2017-09-02,Office Supplies,Central,8.608
2017-09-02,Technology,Central,159.56
2017-12-01,Office Supplies,South,2104.55
2017-12-01,Office Supplies,South,40.7
2015-11-05,Technology,South,47.79
2018-11-25,Office Supplies,West,5.16
2017-12-16,Technology,West,21.21
2018-11-14,Office Supplies,East,96.36
2017-06-26,Office Supplies,West,231.72
2017-06-26,Office Supplies,West,17.9
2017-06-26,Office Supplies,West,12.48
2015-12-26,Office Supplies,East,8.016
2017-08-14,Technology,East,259.896
2017-08-14,Technology,East,247.188
2017-08-14,Technology,East,279.96
2017-10-24,Technology,West,450.0
2015-08-23,Office Supplies,Central,19.44
2018-09-15,Furniture,West,300.904
2018-06-15,Technology,South,239.976
2018-06-15,Furniture,South,31.168
2018-06-15,Furniture,South,120.96
2018-06-15,Technology,South,2239.936
2018-06-15,Office Supplies,South,76.608
2018-06-15,Office Supplies,South,142.776
2018-06-15,Office Supplies,South,91.36
2016-03-01,Office Supplies,East,3.552
2017-07-23,Technology,Central,115.136
2015-10-01,Office Supplies,West,4.71
2015-09-08,Furniture,East,172.764
2015-09-08,Office Supplies,East,3.52
2015-11-16,Technology,West,79.968
2015-11-16,Furniture,West,305.9745
2015-11-16,Office Supplies,West,344.91
2015-03-03,Furniture,West,626.352
2016-12-03,Furniture,West,359.499
2018-07-11,Technology,West,71.952
2018-07-11,Office Supplies,West,29.8
2018-11-16,Office Supplies,East,1.824
2017-06-12,Office Supplies,Central,64.384
2017-06-12,Furniture,Central,6.984
2017-06-12,Office Supplies,Central,11.264
2017-06-12,Office Supplies,Central,15.552
2017-06-12,Furniture,Central,379.372
2017-06-12,Office Supplies,Central,67.536
2017-06-12,Office Supplies,Central,1.524
2017-12-29,Office Supplies,South,37.408
2017-12-29,Office Supplies,South,25.344
2018-03-18,Office Supplies,West,46.2
2016-12-27,Technology,South,4.728
2016-12-27,Furniture,South,53.352
2016-12-27,Furniture,South,131.104
2016-12-27,Office Supplies,South,22.512
2016-12-27,Technology,South,72.744
2016-07-31,Office Supplies,Central,52.59
2018-06-27,Office Supplies,West,19.44
2018-06-27,Furniture,West,126.3
2018-06-27,Technology,West,1287.45
2015-02-07,Office Supplies,East,64.96
2017-09-04,Office Supplies,Central,535.41
2018-04-06,Office Supplies,South,8.1
2018-12-08,Office Supplies,East,13.248
2018-12-08,Technology,East,83.988
2017-07-24,Office Supplies,South,73.2
2016-11-09,Office Supplies,Central,10.74
2016-10-02,Furniture,West,11.032
2016-10-02,Technology,West,53.04
2016-11-22,Office Supplies,East,17.12
2016-11-22,Office Supplies,East,59.94
2018-02-02,Furniture,West,210.58
2018-02-02,Office Supplies,West,30.96
2018-02-02,Technology,West,239.984
2016-06-16,Office Supplies,East,3050.376
2016-06-16,Technology,East,133.98
2017-05-05,Office Supplies,South,93.248
2017-05-05,Technology,South,177.48
2018-09-09,Office Supplies,East,17.712
2018-09-09,Office Supplies,East,4.86
2018-09-09,Office Supplies,East,6.258
2017-07-22,Office Supplies,East,37.68
2017-07-22,Office Supplies,East,51.84
2017-07-22,Furniture,East,27.42
2017-07-22,Office Supplies,East,5.4
2017-01-31,Office Supplies,South,1270.99
2017-01-31,Office Supplies,South,125.36
2017-12-29,Office Supplies,West,14.03
2017-12-29,Office Supplies,West,27.96
2016-11-21,Office Supplies,Central,5.344
2016-11-21,Office Supplies,Central,1.696
2016-11-21,Office Supplies,Central,24.588
2016-11-21,Office Supplies,Central,7.98
2016-10-05,Technology,East,288.0
2017-09-12,Technology,West,146.952
2017-09-12,Furniture,West,83.136
2018-09-14,Office Supplies,South,942.784
2018-09-14,Office Supplies,South,74.352
2016-02-23,Office Supplies,East,26.88
2016-02-23,Office Supplies,East,10.896
2017-12-05,Office Supplies,Central,3.536
2017-07-02,Furniture,Central,528.43
2017-07-02,Office Supplies,Central,41.472
2018-12-13,Furniture,East,287.976
2016-03-20,Office Supplies,West,29.304
2016-03-01,Office Supplies,Central,55.328
2016-03-01,Furniture,Central,1227.9984
2017-09-15,Office Supplies,West,20.416
2017-09-15,Furniture,West,1128.39
2018-03-17,Office Supplies,South,4.608
2018-05-28,Technology,West,195.96
2018-05-28,Office Supplies,West,15.552
2018-05-28,Technology,West,271.968
2018-06-15,Furniture,South,698.352
2018-06-15,Furniture,South,77.728
2016-09-06,Office Supplies,South,46.62
2018-03-18,Technology,Central,537.544
2015-12-19,Office Supplies,West,14.62
2015-12-19,Office Supplies,West,22.55
2015-12-19,Technology,West,583.8
2015-12-19,Technology,West,211.168
2017-07-07,Office Supplies,West,12.96
2017-07-07,Office Supplies,West,45.98
2017-04-06,Technology,East,1294.75
2015-05-08,Technology,East,1799.97
2018-11-23,Office Supplies,Central,10.688
2017-11-10,Technology,Central,221.98
2017-11-10,Furniture,Central,341.96
2015-12-31,Technology,East,34.77
2015-12-31,Office Supplies,East,18.9
2018-08-19,Office Supplies,West,102.72
2017-09-12,Furniture,East,40.48
2018-10-26,Office Supplies,East,33.282
2018-10-26,Technology,East,118.65
2018-10-26,Office Supplies,East,14.76
2018-05-30,Office Supplies,West,37.52
2017-03-08,Office Supplies,Central,207.144
2017-03-08,Office Supplies,Central,13.9
2016-07-26,Furniture,West,266.352
2016-11-23,Technology,East,307.98
2016-11-23,Office Supplies,East,44.1
2016-11-23,Office Supplies,East,13.12
2016-11-23,Office Supplies,East,16.56
2016-11-23,Office Supplies,East,38.88
2016-11-28,Office Supplies,Central,335.52
2018-11-03,Technology,South,959.984
2018-11-03,Office Supplies,South,4.086
2018-11-03,Office Supplies,South,55.984
2018-11-03,Office Supplies,South,10.688
2018-03-21,Office Supplies,East,8.856
2016-12-19,Office Supplies,East,6.912
2015-04-02,Office Supplies,Central,26.72
2015-04-02,Office Supplies,Central,33.488
2016-06-05,Office Supplies,Central,10.56
2015-10-06,Office Supplies,Central,386.34
2017-08-21,Office Supplies,West,33.44
2016-11-15,Furniture,South,39.96
2016-06-22,Office Supplies,East,1217.568
2018-09-24,Office Supplies,South,15.51
2018-09-24,Technology,South,89.9
2018-09-24,Office Supplies,South,14.28
2018-09-24,Office Supplies,South,12.72
2018-09-24,Office Supplies,South,15.75
2015-04-06,Office Supplies,West,70.95
2015-04-06,Office Supplies,West,65.568
2015-04-06,Technology,West,299.97
2017-02-09,Technology,West,89.97
2017-02-09,Technology,West,31.86
2015-11-18,Office Supplies,Central,67.15
2018-12-18,Office Supplies,East,7.236
2018-12-18,Office Supplies,East,4.824
2018-12-18,Office Supplies,East,91.36
2018-12-18,Office Supplies,East,130.112
2016-07-02,Technology,South,74.24
2016-07-02,Furniture,South,159.84
2016-07-02,Office Supplies,South,2.892
2016-07-02,Office Supplies,South,9.392
2015-10-08,Office Supplies,East,123.92
2016-09-22,Office Supplies,East,55.6
2016-09-22,Technology,East,617.976
2018-12-24,Office Supplies,West,21.312
2018-10-13,Technology,West,209.94
2018-10-13,Technology,West,31.984
2018-10-13,Office Supplies,West,5083.96
2018-08-20,Technology,South,35.96
2016-09-11,Office Supplies,East,31.05
2016-09-11,Furniture,East,8.92
2016-09-11,Office Supplies,East,209.6
2016-09-11,Office Supplies,East,111.04
2016-09-11,Office Supplies,East,38.88
2016-12-20,Office Supplies,South,36.27
2015-09-20,Furniture,Central,493.43
2015-09-20,Technology,Central,11.12
2017-11-04,Technology,West,686.4
2018-12-01,Office Supplies,West,15.92
2018-12-01,Furniture,West,70.68
2018-12-01,Office Supplies,West,541.24
2015-10-10,Technology,East,101.994
2015-10-10,Office Supplies,East,18.264
2018-11-14,Office Supplies,Central,21.99
2017-08-13,Office Supplies,Central,185.376
2017-08-13,Office Supplies,Central,58.924
2018-09-17,Technology,East,480.0
2018-09-17,Office Supplies,East,34.05
2016-03-23,Office Supplies,West,192.72
2016-03-23,Technology,West,239.97
2017-06-30,Technology,Central,50.12
2018-10-20,Technology,South,15.984
2018-10-20,Office Supplies,South,14.352
2015-08-25,Office Supplies,East,6.528
2015-08-25,Office Supplies,East,2.862
2015-08-25,Office Supplies,East,20.856
2015-07-27,Office Supplies,West,276.28
2018-12-01,Furniture,West,629.64
2017-10-17,Technology,Central,449.97
2017-10-17,Office Supplies,Central,1927.59
2017-09-16,Furniture,South,121.78
2016-12-01,Furniture,West,2676.672
2015-08-05,Furniture,Central,489.23
2017-08-15,Furniture,West,312.03
2017-08-15,Office Supplies,West,17.94
2017-08-15,Technology,West,165.6
2017-08-15,Office Supplies,West,37.52
2016-08-07,Technology,South,494.97
2016-08-07,Office Supplies,South,25.06
2017-05-31,Furniture,Central,32.064
